id,vendas_semanais
276627,5576.978
276628,32.406
276629,201529.35269861936
276630,40609.382
276631,10254.568
276632,55722.41333756792
276633,200488.08977936837
276634,7174.8279999999995
276635,10037.960000000001
276636,163091.49494016476
276637,93.12
276638,368597.1344510991
276639,3463.4840000000004
276640,180020.51182735077
276641,14765.416000000001
276642,432.924
276643,191865.49250802078
276644,167409.2736438408
276645,7062.4220000000005
276646,191916.9983555341
276647,55722.41333756792
276648,381872.02596237994
276649,5606.0
276650,349.51599999999996
276651,384515.6774759921
276652,9955.314
276653,4865.246
276654,157466.4798145845
276655,7747.286
276656,1290.308
276657,4642.379999999999
276658,14940.086
276659,14597.172
276660,204268.5612949017
276661,236.052
276662,25404.328
276663,55722.41333756792
276664,400769.24288359086
276665,1741.5520000000001
276666,445.0
276667,2632.102
276668,467.79400000000004
276669,7418.066000000001
276670,6269.552000000001
276671,540.984
276672,402225.6184138268
276673,16033.378
276674,165031.4774821134
276675,18002.284
276676,12787.606
276677,338950.50606314215
276678,3483.028
276679,220475.66983903368
276680,5218.842
276681,11330.784
276682,185287.63662441733
276683,14484.022
276684,19163.158000000003
276685,474.31800000000004
276686,13902.438
276687,2163.2
276688,2398.248
276689,81425.63399999999
276690,197149.8458213418
276691,4477.7
276692,25358.992000000002
276693,37655.678
276694,16437.242000000002
276695,31601.628000000004
276696,40666.43
276697,196408.61253128556
276698,1946.462
276699,8918.256
276700,186162.55190388398
276701,3273.0119999999997
276702,10058.261999999999
276703,411.992
276704,425.0
276705,177371.21028419278
276706,16699.456
276707,4231.966
276708,30492.235999999997
276709,14676.258000000002
276710,473.738
276711,405.21999999999997
276712,21208.288
276713,2354.0440000000003
276714,173749.45969656974
276715,806.4
276716,9772.434
276717,23365.764000000003
276718,197.995
276719,63.470000000000006
276720,253733.5016167107
276721,19091.074
276722,437.23400000000004
276723,196742.18763063537
276724,203713.2293266737
276725,9073.702000000001
276726,36733.398
276727,17950.502
276728,3065.812
276729,177330.8244330937
276730,16128.408000000001
276731,5065.89
276732,40509.176
276733,66166.148
276734,2841.29
276735,153851.64477684096
276736,42871.102
276737,1387.4879999999998
276738,48660.214
276739,30.915
276740,2444.532
276741,158457.32864809182
276742,28670.336
276743,10944.478
276744,235825.9937985461
276745,207833.5172993277
276746,27674.456
276747,171214.11421715008
276748,19340.097999999998
276749,1931.8380000000002
276750,55014.876000000004
276751,18957.582000000002
276752,10958.714
276753,2912.184
276754,192150.19641383315
276755,18.712
276756,26250.844
276757,152419.11552473166
276758,4039.1800000000003
276759,188591.40101351985
276760,3402.916
276761,1256.33
276762,16867.932
276763,2942.648
276764,9339.720000000001
276765,9778.542
276766,3387.892
276767,47484.83
276768,1183.3319999999999
276769,28522.8
276770,56640.98
276771,179338.19277780392
276772,962.2860000000001
276773,834.176
276774,12875.452
276775,6557.910000000001
276776,31680.628000000004
276777,11708.212
276778,705.158
276779,17769.852
276780,1440.77
276781,2852.94
276782,4125.6900000000005
276783,190336.0588996652
276784,4171.9839999999995
276785,179645.38510663368
276786,55.448
276787,11117.182
276788,3705.054
276789,2963.2580000000003
276790,380750.4163786903
276791,4480.482
276792,172764.7850429517
276793,7944.031999999999
276794,20259.368
276795,226.16
276796,34851.316000000006
276797,221711.9540702645
276798,221884.87744644593
276799,6488.568
276800,178405.90362567033
276801,1934.118
276802,1972.1059999999998
276803,27807.464
276804,10045.438
276805,37784.558000000005
276806,2586.9
276807,9229.608
276808,46733.653999999995
276809,198877.29513486064
276810,816.284
276811,7131.75
276812,2831.234
276813,182219.7042386487
276814,236439.4707045479
276815,15708.792000000001
276816,50.0
276817,196532.7359573432
276818,52707.85400000001
276819,369.45
276820,3734.006
276821,20881.572
276822,15009.039999999999
276823,11226.454
276824,1899.4060000000002
276825,19157.55
276826,7133.402
276827,42120.78
276828,340263.29185062967
276829,19.28
276830,6572.1720000000005
276831,6059.538
276832,182071.76030227708
276833,11920.65
276834,3834.686
276835,5299.486
276836,10837.47
276837,118.6
276838,27909.884000000002
276839,14370.878
276840,7948.236
276841,3564.7879999999996
276842,13209.142000000002
276843,174069.50542560776
276844,1498.642
276845,21794.702
276846,11399.198
276847,8995.004
276848,12744.295999999998
276849,2769.566
276850,5404.906
276851,55722.41333756792
276852,172298.4825525293
276853,19223.718
276854,29314.21
276855,539.5640000000001
276856,23468.492
276857,18552.638
276858,199307.06965034682
276859,2.9924999999999997
276860,653.7719999999999
276861,12484.142
276862,3487.2599999999998
276863,20712.940000000002
276864,18270.432
276865,4024.754
276866,8302.41
276867,25844.94
276868,187991.2950434484
276869,1336.312
276870,19455.116
276871,48806.159999999996
276872,1765.628
276873,6804.878
276874,167056.385566157
276875,3733.2839999999997
276876,8787.8
276877,5261.09
276878,30681.23
276879,37437.94
276880,320.32
276881,13357.336
276882,2960.638
276883,950.64
276884,8279.908
276885,30680.35
276886,1255.154
276887,241150.93837911458
276888,11117.9
276889,155161.65462096842
276890,1297.8
276891,171680.9709070712
276892,4386.0199999999995
276893,46061.788
276894,1752.986
276895,2624.4139999999998
276896,35056.322
276897,3299.6519999999996
276898,267098.86456572014
276899,18.404000000000003
276900,19561.84
276901,23847.231999999996
276902,11979.196
276903,8209.564
276904,198703.10279309336
276905,350543.02116623626
276906,4261.897999999999
276907,200542.0328808072
276908,13571.936000000002
276909,2220.058
276910,16307.26
276911,7191.068000000001
276912,85857.348
276913,110.81199999999998
276914,9627.636
276915,1197.79
276916,169.884
276917,68.588
276918,194032.30163301382
276919,43410.82
276920,1949.368
276921,5433.93
276922,20759.922
276923,17136.352
276924,11819.14
276925,33352.67
276926,10127.738000000001
276927,166307.2190956383
276928,156253.66495562159
276929,42323.788
276930,150.0
276931,2319.08
276932,6996.428
276933,197201.17332280515
276934,52243.268000000004
276935,44.47
276936,5460.5419999999995
276937,1639.45
276938,1529.8
276939,349615.07779710804
276940,104309.55
276941,410.828
276942,48.31
276943,37.152
276944,3405.3840000000005
276945,496.5559999999999
276946,197826.50059334104
276947,7155.138000000001
276948,46961.734
276949,28242.854
276950,3505.54
276951,201866.378128541
276952,1.056
276953,51156.114
276954,170016.10192235926
276955,15143.13
276956,7349.156
276957,3209.0620000000004
276958,267.16999999999996
276959,965.6299999999999
276960,27747.474
276961,3383.4339999999997
276962,40603.871999999996
276963,5429.358
276964,8383.088
276965,248423.77620428568
276966,32557.932
276967,15930.756
276968,6380.286
276969,378377.1994404401
276970,29179.53
276971,179297.1464752689
276972,214961.36033312744
276973,55722.41333756792
276974,4895.364
276975,63503.062
276976,39115.644
276977,30.426
276978,168272.55526792753
276979,20388.257999999998
276980,19964.698
276981,55722.41333756792
276982,74252.778
276983,5.25
276984,106.22999999999999
276985,27.06
276986,5681.93
276987,51111.232
276988,8302.196
276989,38867.86
276990,82651.04000000001
276991,48865.894
276992,13810.135999999999
276993,3540.982
276994,179009.166
276995,57794.736
276996,403.996
276997,47.364
276998,184235.66483540344
276999,173737.93800765788
277000,165249.96364367203
277001,6878.111999999999
277002,212674.67480651248
277003,6161.29
277004,202016.9190585
277005,2157.3959999999997
277006,204901.9925352
277007,175785.133986758
277008,26954.442
277009,39209.756
277010,36928.128000000004
277011,56869.716
277012,155908.952
277013,26093.282
277014,919.7760000000001
277015,195023.9929586936
277016,44248.516
277017,176295.51761838462
277018,2278.662
277019,5732.814
277020,16631.208
277021,184291.52311704966
277022,21.625999999999998
277023,32392.244
277024,28513.590000000004
277025,847.758
277026,49619.740000000005
277027,410.0
277028,55722.41333756792
277029,10507.706
277030,17290.96
277031,27363.221999999998
277032,4813.8060000000005
277033,170082.96272276307
277034,59289.098
277035,10034.251999999999
277036,184206.41935011602
277037,72393.7
277038,2240.7599999999998
277039,35263.335999999996
277040,170536.2803732878
277041,2516.516
277042,15818.261999999999
277043,5885.784
277044,18113.426
277045,27844.758
277046,55722.41333756792
277047,157015.4422704001
277048,4678.572
277049,7677.242
277050,660.5719999999999
277051,178661.64026462848
277052,2983.9379999999996
277053,37089.482
277054,210.25799999999998
277055,662.1600000000001
277056,208218.5595872618
277057,27.0
277058,177189.39647732323
277059,9816.9
277060,192707.81916674424
277061,20066.185999999998
277062,7137.268000000001
277063,9225.539999999999
277064,6285.11
277065,27906.72
277066,1160.318
277067,2052.452
277068,175930.2095107251
277069,1832.8559999999998
277070,-10.04
277071,164576.66802059955
277072,51.196000000000005
277073,360.36800000000005
277074,187538.42169656168
277075,20573.447999999997
277076,1661.8139999999999
277077,18007.066
277078,8825.831999999999
277079,3299.9619999999995
277080,173184.41667802137
277081,418.86199999999997
277082,200779.09476757457
277083,19560.417999999998
277084,5875.388000000001
277085,205384.4230468836
277086,235498.80020508324
277087,2963.084
277088,15467.117999999999
277089,430.504
277090,5057.0
277091,54.7
277092,35930.06
277093,190985.3333844968
277094,1476.3
277095,32831.39
277096,20502.485999999997
277097,421317.77935289685
277098,687.9639999999999
277099,3693.986
277100,2372.782
277101,135.7575
277102,25219.95
277103,3594.4139999999998
277104,6374.596
277105,9282.596000000001
277106,1214.3200000000002
277107,28116.091999999997
277108,2775.088
277109,281.31800000000004
277110,902.28
277111,136.218
277112,12254.84
277113,1692.574
277114,3073.912
277115,6616.839999999999
277116,18334.188000000002
277117,35.904
277118,2614.956
277119,411.84
277120,73.702
277121,44830.194
277122,45317.182
277123,12820.423999999999
277124,194008.9574622683
277125,86.0
277126,4544.5419999999995
277127,21378.648
277128,9918.151999999998
277129,40405.183999999994
277130,15734.52
277131,166411.15993277964
277132,2048.844
277133,22105.242
277134,2112.966
277135,252.13400000000001
277136,196935.04051481796
277137,14705.274
277138,23550.282
277139,153795.83267262447
277140,21.833333333333332
277141,80.0
277142,2286.392
277143,71.00800000000001
277144,19864.636
277145,22929.906
277146,177.26600000000002
277147,707.558
277148,200610.4122420235
277149,197815.0242263322
277150,177117.47398998876
277151,1590.054
277152,47704.29
277153,2416.134
277154,196697.71481596623
277155,13109.734
277156,2315.3599999999997
277157,5691.452
277158,4342.304
277159,41412.458
277160,26639.897999999997
277161,174237.6472665039
277162,21165.023999999998
277163,27925.478000000003
277164,189147.28392130704
277165,9540.779999999999
277166,55722.41333756792
277167,721.4
277168,125.77799999999999
277169,323.3333333333333
277170,3125.5879999999997
277171,30394.359999999997
277172,4678.25
277173,242.882
277174,177267.57292856398
277175,11402.096
277176,20057.22
277177,13294.51
277178,5023.96
277179,4269.034000000001
277180,157368.42692692863
277181,35634.12
277182,202.2
277183,186990.18213338015
277184,55722.41333756792
277185,4046.0259999999994
277186,4838.446
277187,346152.07850230933
277188,46543.784
277189,2591.5
277190,45177.636
277191,194348.5848117539
277192,59882.56
277193,190012.88196631012
277194,1748.334
277195,21374.604
277196,196932.59147771128
277197,9540.744
277198,162916.474488669
277199,61.976
277200,15304.659999999998
277201,72.16
277202,5961.996
277203,7332.946000000001
277204,182201.42139286673
277205,27917.72
277206,183618.84043326622
277207,28682.142
277208,200183.80734436784
277209,28793.235999999997
277210,30258.944
277211,13910.170000000002
277212,153977.03327455197
277213,6048.2919999999995
277214,198489.42208024624
277215,40633.462
277216,9730.475999999999
277217,14740.723999999998
277218,41083.0
277219,1503.0520000000001
277220,17704.196
277221,179264.7469888738
277222,204.28199999999998
277223,2449.478
277224,181011.52164025692
277225,199644.06527647114
277226,67475.178
277227,32018.48
277228,8763.498
277229,8156.746000000001
277230,384963.9054754624
277231,221.76
277232,195113.29884997313
277233,200989.84675811374
277234,28.813333333333333
277235,172761.88758217567
277236,2778.05
277237,7270.3
277238,811.8
277239,5145.5599999999995
277240,4904.704
277241,4461.012
277242,10459.484
277243,262.06
277244,1571.7459999999999
277245,193881.65525342544
277246,3103.37
277247,167819.78593157796
277248,35269.183999999994
277249,602.79
277250,424.492
277251,55722.41333756792
277252,1622.74
277253,156.4
277254,27550.412
277255,20158.646
277256,9486.4
277257,8913.392
277258,534.896
277259,8480.956
277260,40407.61
277261,197283.4342015996
277262,3168.3599999999997
277263,12721.724
277264,11957.654
277265,5084.636
277266,55722.41333756792
277267,5883.436
277268,2784.882
277269,169472.1189423008
277270,20232.996
277271,8762.545999999998
277272,37542.85
277273,1508.452
277274,19813.72
277275,8754.422
277276,12.5075
277277,8527.756
277278,1383.952
277279,75975.11
277280,1845.8020000000001
277281,11387.102
277282,4938.906
277283,1505.65
277284,187981.0387235208
277285,19444.044
277286,18514.658000000003
277287,23791.012
277288,18165.184
277289,26236.634000000002
277290,108607.666
277291,39719.232
277292,13343.134
277293,184764.10193135895
277294,3648.692
277295,6362.778
277296,7747.18
277297,6685.056
277298,155612.2562229302
277299,101.876
277300,2098.644
277301,3691.886
277302,7566.85
277303,182343.06613077412
277304,2271.286
277305,1901.628
277306,10295.856
277307,196658.35032649693
277308,8359.324
277309,47173.06
277310,16619.926
277311,3539.7019999999998
277312,186240.68862177947
277313,8093.780000000001
277314,35624.994
277315,32292.466000000004
277316,29.296
277317,423.16400000000004
277318,8590.91
277319,4139.798
277320,36898.968
277321,155006.5264060832
277322,699.076
277323,4854.284
277324,24615.006
277325,1665.52
277326,60478.052
277327,10809.094000000001
277328,194284.97275414632
277329,10236.681999999999
277330,185408.1161865322
277331,383804.3356033971
277332,3153.392
277333,329857.9740667426
277334,20404.358
277335,251.25
277336,3750.3020000000006
277337,10327.838
277338,9464.018
277339,865.26
277340,27061.697999999997
277341,39.736000000000004
277342,22867.066
277343,193622.48425666703
277344,1671.7279999999998
277345,18196.451999999997
277346,3598.87
277347,185444.6324677569
277348,7752.375999999999
277349,3314.5099999999998
277350,2588.942
277351,73235.84
277352,178366.62266947902
277353,10875.874
277354,17061.739999999998
277355,10217.428
277356,13293.798
277357,31.5
277358,397.954
277359,1350.616
277360,188150.49014257354
277361,55722.41333756792
277362,278.0
277363,1794.632
277364,177183.44295864744
277365,15837.438
277366,188994.8111665713
277367,1226.634
277368,16778.35
277369,207757.27556470843
277370,181071.43943983476
277371,45.086
277372,316.378
277373,4419.102000000001
277374,6262.178
277375,7613.13
277376,204096.4779608983
277377,26.28
277378,157933.99539404854
277379,1650.482
277380,172356.43710478322
277381,469.916
277382,4831.746
277383,29264.897999999997
277384,8638.188
277385,14322.88
277386,46487.65
277387,6.25
277388,190385.3704600479
277389,343.2
277390,77064.63200000001
277391,4072.0
277392,67257.712
277393,210068.8442709675
277394,226237.614717719
277395,3692.46
277396,89658.414
277397,22203.584000000003
277398,6772.106
277399,10093.926000000001
277400,22999.236
277401,1152.6860000000001
277402,23175.126
277403,1382.618
277404,59009.098
277405,186150.37640339206
277406,82.72
277407,5.765000000000001
277408,173755.5518932129
277409,35365.594
277410,7515.456
277411,2105.196
277412,23322.028
277413,209391.27636086027
277414,296.652
277415,84405.23999999999
277416,55722.41333756792
277417,1404.212
277418,177309.48377296067
277419,169537.0829931611
277420,4024.0800000000004
277421,2782.7580000000003
277422,184229.60493474646
277423,18319.78
277424,9965.91
277425,20318.044
277426,58.212
277427,205809.3584534608
277428,8702.208
277429,165680.12897743017
277430,55722.41333756792
277431,23633.04
277432,22451.484
277433,5536.344
277434,8663.422
277435,168348.65509625725
277436,165210.06894844028
277437,28701.506
277438,185504.16190722928
277439,17197.273999999998
277440,877.948
277441,28175.644
277442,20926.786
277443,9.94
277444,5375.93
277445,11421.358
277446,238480.483625187
277447,875.348
277448,164.744
277449,194637.51368456386
277450,198808.9496815715
277451,20425.504
277452,17266.848
277453,10183.736
277454,162254.60205852584
277455,7.646666666666667
277456,182113.16837061025
277457,175231.05464785895
277458,1353.0
277459,42740.386
277460,521.954
277461,14964.073999999999
277462,17843.345999999998
277463,22572.768
277464,12641.573999999999
277465,28790.076
277466,2720.966
277467,1986.5940000000003
277468,17444.662
277469,8970.642
277470,201549.962367673
277471,25609.34
277472,3855.5260000000003
277473,171882.04157418694
277474,5074.122
277475,175279.6073088306
277476,3909.182
277477,9237.506
277478,16648.362
277479,20320.916
277480,351129.4439750022
277481,500.81000000000006
277482,26592.868
277483,163663.63328325332
277484,7891.728
277485,6881.008
277486,8962.596
277487,272434.9736768093
277488,7690.364
277489,4189.286
277490,3540.4120000000003
277491,54888.21799999999
277492,2177.102
277493,102.08
277494,601.904
277495,550.74
277496,2074.296
277497,8342.776
277498,5819.76
277499,147.83999999999997
277500,196665.19003446266
277501,48993.371999999996
277502,50.256
277503,25846.416
277504,173245.8118416045
277505,1160.35
277506,9113.964
277507,124.96000000000001
277508,42.0
277509,232421.21900292736
277510,29568.99
277511,7868.106
277512,206299.00394730424
277513,2340.558
277514,3845.964
277515,9153.742
277516,2876.67
277517,184238.7664800165
277518,5178.34
277519,25661.444
277520,188261.0391625177
277521,56937.766
277522,200480.03398990136
277523,25360.808
277524,516.644
277525,55722.41333756792
277526,2924.7560000000003
277527,45443.928
277528,2431.5099999999998
277529,6742.9039999999995
277530,3061.0899999999997
277531,700.466
277532,10.4475
277533,3266.4260000000004
277534,59.198
277535,1849.3439999999998
277536,12474.496000000001
277537,108.41
277538,4793.138
277539,2439.828
277540,28989.659999999996
277541,11.97
277542,8815.486
277543,3113.044
277544,3341.81
277545,329452.8023305258
277546,1778.036
277547,2490.154
277548,358648.43773231
277549,1255.396
277550,15886.423999999999
277551,404787.0251982342
277552,11309.506
277553,54346.538
277554,359847.68868425675
277555,767.1479999999999
277556,17344.134
277557,1642.1739999999998
277558,2000.764
277559,177048.05360583548
277560,10321.832
277561,15684.234
277562,180627.6376907966
